order_id,order_amount,delivery_latitude,delivery_longitude,order_date
ord-07301,22.34,53.781,-0.388,24/11/2016
ord-34926,30.74,51.483,-0.219,17/11/2016
ord-28212,21.06,53.431,-1.44,16/11/2016
ord-35060,13.23,52.961,-1.295,17/11/2016
ord-57414,62.56,52.434,-1.907,04/11/2016
ord-09291,28.79,51.583,-0.063,14/11/2016
ord-09291,40.72,51.583,-0.063,02/11/2016
ord-41376,42.84,51.486,-0.216,26/11/2016
ord-39602,15.72,51.509,-0.472,26/11/2016
ord-83131,47.98,51.635,-0.05,08/11/2016
ord-22894,28.14,51.594,-0.08,30/11/2016
ord-67889,43.27,52.642,-1.125,09/11/2016
ord-04924,22.52,51.516,-0.574,19/11/2016
ord-19805,52.56,53.486,-2.112,02/11/2016
ord-12412,29.16,51.614,-0.019,25/11/2016
ord-95491,18.78,50.75,-1.832,08/11/2016
ord-64226,65.27,52.409,-1.5,03/11/2016
ord-76775,39.4,51.376,-0.398,05/11/2016
ord-44829,18.48,51.621,-0.138,04/11/2016
ord-70073,94.34,52.244,-0.883,03/11/2016
ord-67548,15.55,51.513,-0.473,19/11/2016
ord-32204,148.78,51.511,-0.317,17/11/2016
ord-60907,25.58,51.295,1.0569,08/11/2016
ord-55258,19,50.847,-1.201,05/11/2016
ord-20887,44.04,51.1,-0.207,05/11/2016
ord-73639,25.04,52.689,1.2148,28/11/2016
ord-69701,13.34,53.752,-1.655,29/11/2016
ord-30141,22.64,52.389,-1.977,16/11/2016
ord-07322,29.56,53.829,-1.451,30/11/2016
ord-25471,41.66,51.517,-0.369,24/11/2016
ord-91901,59.23,51.578,-0.021,13/11/2016
ord-95708,17.44,51.56,0.014,18/11/2016
ord-17157,19.68,51.665,-0.36,28/11/2016
ord-16871,24.13,52.926,-1.454,18/11/2016
ord-17157,39.11,51.665,-0.36,17/11/2016
ord-00971,51.87,52.633,-1.13,12/11/2016
ord-88807,19.26,53.398,-3.05,18/11/2016
ord-90651,31.81,51.47,-0.07,04/11/2016
ord-36880,15.5,53.516,-2.333,03/11/2016
ord-14672,43.26,53.872,-1.921,22/11/2016
ord-22071,17.62,52.452,-1.887,29/11/2016
ord-15832,19.23,52.926,-1.454,18/11/2016
ord-57467,34.08,51.573,-0.408,18/11/2016
ord-42903,79.1,51.475,-0.171,26/11/2016
ord-22037,15.52,51.372,1.3265,17/11/2016
ord-93229,18.49,51.56,0.014,18/11/2016
ord-42035,41.19,53.64,-1.798,10/11/2016
ord-32907,15.65,53.763,-2.691,17/11/2016
ord-97798,10.44,51.508,-0.473,01/11/2016
ord-16489,28.58,53.081,-0.803,19/11/2016
ord-75524,22.09,51.531,0.0827,03/11/2016
ord-06738,19.67,55.89,-4.208,06/11/2016
ord-36991,16.37,51.547,-0.006,07/11/2016
ord-56473,46.3,53.819,-1.52,04/11/2016
ord-42807,18.94,51.804,-0.816,17/11/2016
ord-46723,134.66,51.634,-0.102,19/11/2016
ord-44986,25.37,53.532,-2.654,27/11/2016
ord-18756,50.15,52.051,-0.805,16/11/2016
ord-27538,33.19,51.573,-0.085,14/11/2016
ord-12865,27.4,51.56,0.014,18/11/2016
ord-44711,56.14,53.408,-3.024,22/11/2016
ord-75816,22.38,52.47,-1.836,03/11/2016
ord-65146,44.14,51.804,-0.824,17/11/2016
ord-52703,24.39,53.745,-1.552,29/11/2016
ord-40799,19.91,52.511,-0.701,17/11/2016
ord-32998,27.61,51.804,-0.816,17/11/2016
ord-86245,42.65,52.616,-1.129,19/11/2016
ord-44096,40.44,51.508,0.042,24/11/2016
ord-96457,33.2,51.555,0.0167,17/11/2016
ord-47305,25.28,51.551,0.0238,17/11/2016
ord-16184,28.34,51.469,-0.355,13/11/2016
ord-66515,35.35,51.639,-0.306,25/11/2016
ord-57485,41.66,51.372,0.5251,12/11/2016
ord-89604,22.92,51.804,-0.816,17/11/2016
ord-31674,9.5,51.384,-0.109,04/11/2016
ord-03366,21.19,51.568,-0.356,18/11/2016
ord-04459,20.19,51.536,0.0213,04/11/2016
ord-90014,22.06,55.904,-3.233,22/11/2016
ord-35888,31.15,51.562,-0.271,26/11/2016
ord-89761,26.71,51.488,-0.09,09/11/2016
ord-50721,20.26,53.466,-2.166,25/11/2016
ord-41026,25.56,51.804,-0.816,17/11/2016
ord-39911,27.67,55.123,-1.507,05/11/2016
ord-03352,24.89,51.798,-0.816,17/11/2016
ord-57055,24.5,52.471,-1.899,18/11/2016
ord-43213,33.19,52.535,-1.379,29/11/2016
ord-83953,23.77,50.797,-1.088,18/11/2016
ord-82205,10.38,50.861,-0.975,04/11/2016
ord-35545,30.68,51.491,0.3407,19/11/2016
ord-35517,12.38,51.492,-0.1,08/11/2016
ord-60780,29.01,51.567,-0.138,17/11/2016
ord-08145,33.17,53.8,-1.523,29/11/2016
ord-82814,34.96,53.001,-2.27,25/11/2016
ord-11767,38,51.459,-2.589,19/11/2016
ord-80767,19.33,53.625,-2.176,03/11/2016
ord-48695,28.62,51.798,-0.816,17/11/2016
ord-63300,29.9,55.811,-4.269,29/11/2016
ord-65043,26.09,51.804,-0.816,17/11/2016
ord-22305,21.08,51.647,-3.952,02/11/2016
ord-18985,25.15,52.552,-1.138,18/11/2016
ord-80700,52.4,53.466,-2.166,20/11/2016
ord-36404,32.31,51.552,-0.033,03/11/2016
ord-19503,37.14,51.552,-0.368,06/11/2016
ord-79225,11.3,51.322,-0.152,07/11/2016
ord-13650,37.51,51.804,-0.816,17/11/2016
ord-77842,82.69,51.523,-3.236,04/11/2016
ord-55398,41.42,51.663,-4.067,25/11/2016
ord-07911,56.66,52.236,-0.899,22/11/2016
ord-09662,23.8,51.82,-0.822,17/11/2016
ord-00542,31.11,52.958,-1.142,29/11/2016
ord-78909,35.96,51.573,-0.408,18/11/2016
ord-05668,35.5,51.488,-0.225,24/11/2016
ord-63562,25.47,53.484,-2.233,05/11/2016
ord-90225,17.28,51.48,-0.056,09/11/2016
ord-06978,43.72,51.378,-0.189,26/11/2016
ord-63932,39.46,51.509,0.1256,01/11/2016
ord-83445,24.02,51.814,-0.824,17/11/2016
ord-63832,15.59,52.556,-2.106,05/11/2016
ord-99227,40.46,53.409,-3.034,17/11/2016
ord-25235,21.37,52.556,-2.106,05/11/2016
ord-32785,29.14,51.647,-0.041,04/11/2016
ord-19057,28.31,51.798,-0.816,17/11/2016
ord-89303,89.72,52.562,-2.045,11/11/2016
ord-05306,26.05,51.295,1.0569,09/11/2016
ord-13344,51.06,53.779,-1.795,05/11/2016
ord-86354,16.54,53.392,-2.928,22/11/2016
ord-04202,25.71,53.414,-2.925,04/11/2016
ord-41214,20.56,51.603,-0.343,16/11/2016
ord-61230,27.63,51.573,-0.408,18/11/2016
ord-99652,28.34,52.466,-2.039,18/11/2016
ord-65051,17.19,51.617,-3.413,17/11/2016
ord-21515,33.74,52.818,-1.637,24/11/2016
ord-26224,45.18,51.28,1.1048,17/11/2016
ord-35647,48.77,51.852,-2.225,19/11/2016
ord-94274,25.73,56.192,-3.177,10/11/2016
ord-47330,31.81,54.018,-1.058,17/11/2016
ord-09993,25.64,51.804,-0.816,17/11/2016
ord-12190,18.18,50.843,-0.194,17/11/2016
ord-37820,22.47,51.509,-0.472,22/11/2016
ord-18696,54.23,51.628,-0.052,04/11/2016
ord-19736,53.94,52.642,1.2397,17/11/2016
ord-05906,13.97,53.482,-2.177,04/11/2016
ord-26425,30.53,52.394,-1.475,13/11/2016
ord-69730,45.21,51.601,-0.061,03/11/2016
ord-69730,45.17,51.601,-0.061,03/11/2016
ord-71744,53.2,53.732,-2.501,03/11/2016
ord-71744,51.68,53.732,-2.501,03/11/2016
ord-23603,18.84,52.245,-0.883,23/11/2016
ord-35494,19.75,52.476,-1.852,17/11/2016
ord-30589,32.51,51.482,0.0638,17/11/2016
ord-30113,29.23,53.955,-1.107,28/11/2016
ord-98846,21.28,51.459,0.2323,10/11/2016
ord-62673,14.63,53.847,-1.609,20/11/2016
ord-89269,30.6,51.814,-0.824,17/11/2016
ord-91472,27.75,54.785,-1.34,19/11/2016
ord-59192,19.6,52.959,-1.168,19/11/2016
ord-14531,38.72,51.393,0.5452,29/11/2016
ord-10602,35.37,51.552,-0.285,19/11/2016
ord-69167,27.49,51.552,0.0809,05/11/2016
ord-85244,69.31,51.459,0.2323,25/11/2016
ord-76906,24.15,51.439,-0.064,29/11/2016
ord-99933,33.1,52.452,-1.887,02/11/2016
ord-20595,84.72,51.444,-0.139,17/11/2016
ord-85115,29.19,51.507,-0.383,18/11/2016
ord-60402,29.32,51.674,-0.031,17/11/2016
ord-49329,33.29,52.453,-1.815,22/11/2016
ord-36932,32.25,51.39,-0.075,05/11/2016
ord-07993,44.93,53.487,-2.233,19/11/2016
ord-72331,26.44,53.966,-1.119,15/11/2016
ord-69075,13.78,52.957,-1.15,25/11/2016
ord-78883,35.38,51.59,-0.059,18/11/2016
ord-42541,22.1,53.481,-2.635,13/11/2016
ord-95088,41.99,51.492,-0.267,19/11/2016
ord-95088,15.48,51.492,-0.267,10/11/2016
ord-67193,35.72,50.911,-1.41,19/11/2016
ord-99812,32.15,52.452,-1.887,29/11/2016
ord-23568,35.66,52.262,-0.84,26/11/2016
ord-76656,70.74,51.361,-0.148,15/11/2016
ord-64040,26.37,51.509,-0.384,18/11/2016
ord-83668,25.23,51.549,0.0114,04/11/2016
ord-94322,100.25,53.481,-2.635,28/11/2016
ord-18595,39.11,50.742,-1.897,25/11/2016
ord-04091,15.6,54.983,-1.561,18/11/2016
ord-31916,43.57,53.448,-2.232,05/11/2016
ord-01357,42.85,51.798,-0.816,17/11/2016
ord-81665,27.98,51.798,-0.816,17/11/2016
ord-60615,27.31,52.79,1.2313,19/11/2016
ord-60573,19.12,55.043,-1.441,04/11/2016
ord-30584,44.27,53.616,-1.15,03/11/2016
ord-63558,17.63,52.387,-1.247,03/11/2016
ord-30584,43.69,53.616,-1.15,03/11/2016
ord-25763,22.79,51.666,-0.053,08/11/2016
ord-81313,98.67,52.449,-2.051,05/11/2016
ord-99838,26.84,52.636,-1.137,08/11/2016
ord-60455,19.34,51.575,0.459,12/11/2016
ord-02662,27.03,51.538,0.6931,23/11/2016
ord-10873,45.04,51.566,0.1934,05/11/2016
ord-13751,19.9,51.488,0.0665,22/11/2016
ord-85066,29.01,52.996,-1.143,25/11/2016
ord-97432,43.75,51.746,-1.232,18/11/2016
ord-16445,25.65,51.517,-0.369,10/11/2016
ord-43286,14.8,52.2,0.1465,22/11/2016
ord-97316,36.38,53.814,-1.555,21/11/2016
ord-69119,30.8,51.549,-0.275,22/11/2016
ord-47826,22.7,52.455,-1.886,02/11/2016
ord-10385,28.89,53.484,-2.233,03/11/2016
ord-10385,31.35,53.484,-2.233,03/11/2016
ord-35994,4.04,51.508,-0.336,03/11/2016
ord-54940,17.98,51.804,-0.816,17/11/2016
ord-33329,70.76,51.474,-0.021,26/11/2016
ord-49439,62.24,51.511,-0.185,25/11/2016
ord-88491,28.34,51.744,0.4639,24/11/2016
ord-57119,41.23,52.51,-1.878,18/11/2016
ord-58072,26.1,51.804,-0.816,17/11/2016
ord-98555,53.13,51.567,0.0561,03/11/2016
ord-13860,45.02,51.28,1.0769,03/11/2016
ord-13860,41.86,51.28,1.0769,03/11/2016
ord-20583,24.33,51.558,0.0041,24/11/2016
ord-18246,32.01,51.573,-0.408,18/11/2016
ord-93195,41.39,51.231,-0.793,04/11/2016
ord-06771,88.3,51.532,0.0516,21/11/2016
ord-78108,49.59,51.56,0.014,18/11/2016
ord-16649,35.59,51.376,-0.398,05/11/2016
ord-71762,22.75,52.61,-1.085,18/11/2016
ord-22226,38.39,51.391,-0.095,22/11/2016
ord-35717,7.08,51.619,-0.016,22/11/2016
ord-56327,49.68,52.271,-0.893,12/11/2016
ord-22619,75.04,51.529,0.0576,12/11/2016
ord-90720,4.48,51.509,-0.384,15/11/2016
ord-82281,52.85,51.466,-0.363,17/11/2016
ord-41055,78.74,52.961,-1.129,16/11/2016
ord-81390,46.29,51.572,-0.002,04/11/2016
ord-01153,24.14,55.633,-4.625,29/11/2016
ord-12429,26.54,51.543,-0.051,26/11/2016
ord-42726,32.36,53.149,-1.171,29/11/2016
ord-38513,35.82,53.814,-1.555,21/11/2016
ord-16067,43.53,51.439,-0.38,17/11/2016
ord-09856,50.67,51.511,-0.04,15/11/2016
ord-16258,23.4,51.804,-0.816,17/11/2016
ord-71463,23.65,51.568,-0.07,04/11/2016
ord-37762,21.5,56.196,-3.166,25/11/2016
ord-15547,30.59,51.279,1.0893,14/11/2016
ord-11020,30.21,52.96,-1.176,17/11/2016
ord-26141,72.24,53.809,-3.043,10/11/2016
ord-72099,28.95,52.97,-1.143,19/11/2016
ord-88763,58.38,51.361,-0.148,15/11/2016
ord-56623,20.15,51.333,-2.945,04/11/2016
ord-60047,39.8,52.464,-1.878,18/11/2016
ord-37839,21.77,51.622,-3.95,03/11/2016
ord-37839,21.9,51.622,-3.95,03/11/2016
ord-50846,38.69,51.826,-0.835,17/11/2016
ord-94792,29.89,51.804,-0.816,17/11/2016
ord-38948,33.66,51.552,0.1108,25/11/2016
ord-55412,31.13,53.532,-2.489,05/11/2016
ord-54125,38.44,53.802,-1.73,05/11/2016
ord-53016,21.7,51.551,0.0238,18/11/2016
ord-85464,44.51,52.974,-1.161,16/11/2016
ord-94621,15.73,50.835,-0.191,27/11/2016
ord-84644,20.95,53.388,-2.165,19/11/2016
ord-89406,40.11,51.58,-0.068,17/11/2016
ord-68957,32.96,51.639,-0.045,27/11/2016
ord-38009,24.29,52.468,-1.86,25/11/2016
ord-00708,22.03,54.898,-5.032,04/11/2016
ord-50230,34.46,51.548,0.1491,27/11/2016
ord-20575,24.32,51.798,-0.816,17/11/2016
ord-60750,60.89,51.508,0.0153,17/11/2016
ord-43825,28.24,53.562,-0.671,10/11/2016
ord-61592,23.41,53.606,-2.158,25/11/2016
ord-19925,31.44,53.801,-1.507,17/11/2016
ord-04639,100.03,53.741,-0.378,24/11/2016
ord-03068,34.22,53.794,-1.56,05/11/2016
ord-03678,20.34,51.552,-0.04,05/11/2016
ord-06825,90.34,51.576,0.1366,16/11/2016
ord-72132,42.65,51.604,0.2349,16/11/2016
ord-90850,69.4,53.45,-2.744,24/11/2016
ord-76643,26.96,51.804,-0.816,17/11/2016
ord-46176,30.41,51.614,0.0921,17/11/2016
ord-04975,43.33,51.56,-0.223,14/11/2016
ord-41579,51.22,51.507,0.0632,21/11/2016
ord-61836,38.45,51.506,-0.353,05/11/2016
ord-23322,42.95,50.744,-1.861,17/11/2016
ord-02757,14.8,51.48,0.0128,19/11/2016
ord-32709,146.75,51.531,-0.194,21/11/2016
ord-87472,27.65,53.785,-0.383,12/11/2016
ord-79509,2.92,51.471,-0.355,01/11/2016
ord-62331,3.99,51.659,-0.059,27/11/2016
ord-51876,81.55,51.518,-0.198,19/11/2016
ord-09838,17.76,51.667,-0.042,04/11/2016
ord-47629,39.7,56.039,-3.419,24/11/2016
ord-06029,23.31,52.714,-1.995,05/11/2016
ord-85444,23.97,51.503,-0.38,19/11/2016
ord-30208,25.36,51.525,0.0413,12/11/2016
ord-51287,41.99,51.566,0.0736,19/11/2016
ord-05728,26.43,51.52,-0.078,12/11/2016
ord-76535,83.01,51.52,0.011,17/11/2016
ord-01137,32.32,51.434,-0.127,16/11/2016
ord-03269,20.06,55.909,-4.405,03/11/2016
ord-71379,43.7,52.409,-1.5,02/11/2016
ord-58213,18.4,51.541,-2.407,17/11/2016
ord-43540,48.87,51.551,-0.082,02/11/2016
ord-43133,19.08,51.561,0.1199,16/11/2016
ord-00165,27.09,51.522,-0.143,13/11/2016
ord-86891,31.74,51.638,-0.753,19/11/2016
ord-58132,43.99,51.573,-0.408,18/11/2016
ord-69965,26.94,51.638,-0.753,19/11/2016
ord-98149,24.28,54.596,-1.341,03/11/2016
ord-00033,18.18,51.453,-0.247,19/11/2016
ord-50423,19.99,53.847,-1.609,20/11/2016
ord-70659,20.89,51.511,-0.301,19/11/2016
ord-16679,31.09,52.441,-1.492,01/11/2016
ord-76748,47.59,51.403,-0.149,22/11/2016
ord-76748,106.41,51.403,-0.149,27/11/2016
ord-70601,29.66,51.574,0.1845,12/11/2016
ord-51225,35.85,51.385,0.5722,22/11/2016
ord-52999,18.7,51.814,-0.824,17/11/2016
ord-58925,18.42,51.804,-0.816,17/11/2016
ord-78664,32.76,51.456,-0.243,17/11/2016
ord-25941,37.76,53.435,-2.182,29/11/2016
ord-93316,32.39,51.798,-0.816,17/11/2016
ord-44166,21.34,51.502,-0.294,04/11/2016
ord-64881,62.73,56.093,-3.921,01/11/2016
ord-31387,39.82,51.573,-0.408,18/11/2016
ord-57709,17.33,53.456,-2.225,14/11/2016
ord-44021,26.36,51.525,-0.089,18/11/2016
ord-81001,51.3,53.748,-2.362,05/11/2016
ord-49608,23.83,52.812,-1.649,24/11/2016
ord-71352,29.59,53.509,-2.192,22/11/2016
ord-33096,39.4,53.465,-2.168,27/11/2016
ord-90217,47.42,53.781,-0.388,20/11/2016
ord-93747,26.12,55.008,-1.682,03/11/2016
ord-77176,28.76,50.732,-1.855,02/11/2016
ord-10724,24.14,51.281,-2.497,02/11/2016
ord-09812,28.57,52.51,-1.878,05/11/2016
ord-88598,61.73,52.963,-1.167,04/11/2016
ord-85682,23.83,51.55,-0.23,22/11/2016
ord-64718,21.3,51.798,-0.816,17/11/2016
ord-13333,26.21,51.804,-0.816,17/11/2016
ord-04239,15.21,52.414,-1.489,04/11/2016
ord-93979,46.31,52.768,-1.235,04/11/2016
ord-43912,71.29,51.508,0.042,03/11/2016
ord-95150,33.56,51.59,-0.059,18/11/2016
ord-13726,27.85,51.511,-0.385,12/11/2016
ord-81026,16.77,53.792,-1.589,29/11/2016
ord-77822,26.63,53.5,-2.323,19/11/2016
ord-07524,14.48,55.612,-4.66,29/11/2016
ord-66170,50.85,51.768,-1.221,05/11/2016
ord-41973,38.49,52.404,-1.52,26/11/2016
ord-73707,23.11,51.437,-3.204,24/11/2016
ord-08138,15.16,51.614,0.0921,27/11/2016
ord-21193,49.45,51.471,0.1109,09/11/2016
ord-45218,59.63,50.644,-2.447,01/11/2016
ord-45218,23.17,50.644,-2.447,12/11/2016
ord-85274,21.91,53.622,-1.871,23/11/2016
ord-27551,93.47,51.567,0.5559,15/11/2016
ord-92557,24.61,51.804,-0.816,17/11/2016
ord-81547,29.29,53.431,-1.442,16/11/2016
ord-85180,25.87,53.794,-1.56,05/11/2016
ord-84586,32.09,51.543,-0.051,12/11/2016
ord-11398,39.44,51.384,0.5037,19/11/2016
ord-71099,54.06,51.532,-0.086,04/11/2016
ord-15382,61.4,53.778,-1.781,17/11/2016
ord-90519,26.27,51.341,-2.206,05/11/2016
ord-79649,36.32,56.017,-3.796,06/11/2016
ord-23713,21.44,51.447,-0.242,21/11/2016
ord-67162,28.24,51.579,-0.21,04/11/2016
ord-35939,19.02,51.814,-0.824,17/11/2016
ord-52213,22.21,51.512,-0.248,24/11/2016
ord-63947,40.6,51.557,-0.268,07/11/2016
ord-03939,36.7,51.515,0.0342,29/11/2016
ord-21408,33.32,52.641,-1.123,05/11/2016
ord-52249,6.96,51.492,0.1207,14/11/2016
ord-11619,27.08,51.47,-0.07,17/11/2016
ord-44847,10.46,50.805,-1.085,18/11/2016
ord-06746,19.03,55.959,-3.458,19/11/2016
ord-41081,36.41,51.889,-0.517,24/11/2016
ord-35243,47.56,51.56,0.014,18/11/2016
ord-95823,36.47,52.475,-1.792,23/11/2016
ord-89385,18.31,50.799,-1.1,16/11/2016
ord-63628,40.33,53.534,-1.145,03/11/2016
ord-63628,38.41,53.534,-1.145,03/11/2016
ord-65523,13.61,53.829,-1.627,20/11/2016
ord-66385,39.47,51.39,-0.075,05/11/2016
ord-50464,36.03,51.804,-0.825,17/11/2016
ord-49642,25.06,51.573,-0.408,18/11/2016
ord-33336,38.33,52.586,-0.247,29/11/2016
ord-02262,31.26,51.12,-1.325,05/11/2016
ord-59551,71.26,51.43,-2.221,03/11/2016
ord-82682,32.66,53.8,-1.523,29/11/2016
ord-59826,65.9,51.392,0.4707,25/11/2016
ord-40601,28.47,51.495,-0.145,18/11/2016
ord-16174,21.61,51.568,-0.07,24/11/2016
ord-28050,39.18,51.484,-0.076,17/11/2016
ord-76871,21.67,52.387,-1.247,03/11/2016
ord-33773,16.85,53.82,-1.511,09/11/2016
ord-61457,44.07,51.601,0.0371,29/11/2016
ord-04639,16.47,51.645,-0.047,16/11/2016
ord-97498,19.4,53.481,-2.635,18/11/2016
ord-96633,23.48,51.537,-0.366,22/11/2016
ord-83749,41.79,51.511,-0.185,25/11/2016
ord-95639,23.71,51.804,-0.816,17/11/2016
ord-66404,86.89,53.404,-3.11,30/11/2016
ord-79677,40.18,51.532,0.0926,25/11/2016
ord-07036,25.41,51.555,-0.001,17/11/2016
ord-40326,17.8,53.483,-2.249,03/11/2016
ord-75552,24.8,51.376,-0.398,05/11/2016
ord-02364,66.45,51.54,0.1286,18/11/2016
ord-25836,39.83,51.45,-0.188,03/11/2016
ord-54152,30.64,51.555,-0.001,17/11/2016
ord-17795,40.27,51.529,-0.131,01/11/2016
ord-65453,29.18,51.393,0.5452,30/11/2016
ord-79611,21.94,52.387,-1.247,03/11/2016
ord-70189,2.79,51.51,-0.374,29/11/2016
ord-28505,37.68,51.798,-0.816,17/11/2016
ord-29231,22.5,53.435,-2.182,29/11/2016
ord-06783,18.62,53.412,-2.279,03/11/2016
ord-06783,16.87,53.412,-2.279,03/11/2016
ord-91335,30.39,51.435,0.0483,22/11/2016
ord-42359,27.83,51.385,-0.109,03/11/2016
ord-88943,23.89,51.89,-0.171,12/11/2016
ord-45541,22.3,54.605,-1.283,18/11/2016
ord-17239,44.81,51.506,-0.353,03/11/2016
ord-55853,12.22,51.412,-0.123,16/11/2016
ord-71946,16.44,53.826,-1.727,02/11/2016
ord-85241,23.59,52.452,-1.887,29/11/2016
ord-39792,23.88,52.262,-0.84,26/11/2016
ord-56063,29.24,53.643,-1.83,02/11/2016
ord-97074,196.36,51.508,0.0249,24/11/2016
ord-51990,28.19,53.592,-1.284,19/11/2016
ord-42240,39.77,51.516,-0.066,14/11/2016
ord-42240,46,51.516,-0.066,07/11/2016
ord-29077,72.44,52.959,-1.146,16/11/2016
ord-54584,24.52,52.471,-1.82,19/11/2016
ord-32236,17.1,55.942,-3.215,21/11/2016
ord-00672,63.42,51.404,-0.097,03/11/2016
ord-00672,60.83,51.404,-0.097,03/11/2016
ord-68989,70.06,53.799,-1.787,08/11/2016
ord-91542,23.29,51.473,-0.075,22/11/2016
ord-83891,25.62,51.535,-0.388,19/11/2016
ord-91155,12.94,53.489,-2.877,16/11/2016
ord-91155,19.66,53.489,-2.877,12/11/2016
ord-48888,28.07,51.56,0.014,18/11/2016
ord-96017,30.64,55.957,-3.188,24/11/2016
ord-17110,21.38,51.403,-0.149,29/11/2016
ord-91435,14.5,52.438,-1.787,03/11/2016
ord-91435,14.83,52.438,-1.787,03/11/2016
ord-50302,34.05,52.974,-1.161,22/11/2016
ord-67994,19.44,52.758,-1.207,28/11/2016
ord-06581,27.76,51.472,-0.399,03/11/2016
ord-06581,29.25,51.472,-0.399,03/11/2016
ord-19550,25.09,51.565,-0.073,17/11/2016
ord-82660,37.73,52.484,-1.875,14/11/2016
ord-72004,75.06,51.532,0.043,19/11/2016
ord-18150,29.69,51.524,-0.012,17/11/2016
ord-64181,26.02,51.672,-0.027,04/11/2016
ord-64181,15.97,51.672,-0.027,13/11/2016
ord-40250,23.25,55.843,-4.347,17/11/2016
ord-08146,23.85,51.814,-0.824,17/11/2016
ord-15336,21.47,53.387,-2.599,22/11/2016
ord-24508,18.91,52.508,-1.938,02/11/2016
ord-95591,45.45,55.841,-4.265,04/11/2016
ord-23720,22.9,52.625,-1.148,18/11/2016
ord-59933,34.17,51.572,-0.219,07/11/2016
ord-63239,15.38,51.553,-0.286,06/11/2016
ord-04935,48.31,51.617,0.4803,16/11/2016
ord-52526,42.9,51.244,-0.601,26/11/2016
ord-95445,37.03,51.563,0.0291,25/11/2016
ord-00698,39.72,51.674,-4.175,03/11/2016
ord-10541,36.13,53.637,-1.376,23/11/2016
ord-67421,26.32,51.74,-3.502,19/11/2016
ord-79928,19.51,51.541,-0.127,29/11/2016
ord-59848,31.75,51.887,-0.433,18/11/2016
ord-91917,28.36,51.798,-0.816,17/11/2016
ord-97160,25.61,52.262,-0.84,26/11/2016
ord-16454,22.73,51.646,-0.707,18/11/2016
ord-22119,20.36,50.74,-3.504,22/11/2016
ord-70982,37.24,53.003,-1.203,19/11/2016
ord-17526,30.36,53.632,-2.172,10/11/2016
ord-43812,77.05,51.508,0.042,29/11/2016
ord-22835,31.17,53.732,-2.501,03/11/2016
ord-08549,41.99,51.798,-0.816,17/11/2016
ord-77883,20.01,53.606,-2.158,21/11/2016
ord-39575,28.97,52.5,-2.031,14/11/2016
ord-39575,39,52.5,-2.031,17/11/2016
ord-18853,71.6,52.973,-1.123,17/11/2016
ord-29131,23.49,51.603,-0.343,16/11/2016
ord-20816,31.23,52.632,-1.131,09/11/2016
ord-96043,12.06,51.645,-0.047,16/11/2016
ord-61899,31.14,53.275,-2.893,17/11/2016
ord-54805,13.38,51.477,-0.014,10/11/2016
ord-76056,42.15,52.084,1.1299,27/11/2016
ord-91427,45.62,55.843,-4.129,17/11/2016
ord-37169,23.73,51.518,-0.644,10/11/2016
ord-06335,21.59,51.39,-0.075,09/11/2016
ord-25396,46.56,51.577,-0.009,03/11/2016
ord-07371,29.43,51.555,0.0128,18/11/2016
ord-71126,30.28,51.614,0.0921,17/11/2016
ord-77816,41.89,51.453,-0.249,19/11/2016
ord-36533,20.76,51.405,-0.092,24/11/2016
ord-75156,55.7,53.81,-1.509,04/11/2016
ord-08790,19.15,50.835,-0.191,07/11/2016
ord-59336,21.83,52.766,-1.213,28/11/2016
ord-73795,26.88,53.429,-2.136,18/11/2016
ord-73795,23.92,53.429,-2.136,11/11/2016
ord-90602,31.89,53.387,-2.599,07/11/2016
ord-90602,15.76,53.387,-2.599,04/11/2016
ord-13593,74.34,51.526,-0.396,25/11/2016
ord-01354,24.21,51.511,0.0289,18/11/2016
ord-76362,33.02,51.762,-0.249,05/11/2016
ord-60383,22.1,50.908,-1.393,10/11/2016
ord-77661,20.2,52.818,-2.104,12/11/2016
ord-07683,22.36,51.469,-0.355,30/11/2016
ord-51720,28.51,51.524,-0.072,22/11/2016
ord-98129,14.55,55.941,-3.214,04/11/2016
ord-74905,19.84,52.452,-1.887,29/11/2016
ord-19263,19.54,51.48,0.0128,19/11/2016
ord-61755,47.47,52.61,-0.271,22/11/2016
ord-83779,20.36,53.552,-2.629,03/11/2016
ord-05815,19.26,53.409,-3.022,22/11/2016
ord-86171,62.32,53.458,-2.631,18/11/2016
ord-41214,39.25,51.49,-0.305,13/11/2016
ord-04908,71.43,51.56,0.014,18/11/2016
ord-25674,44.51,51.28,1.1059,17/11/2016
ord-12284,43.87,51.551,0.0195,19/11/2016
ord-62446,37.77,52.818,-1.637,24/11/2016
ord-85049,44.58,51.56,0.014,18/11/2016
ord-43611,42.56,51.566,0.1934,08/11/2016
ord-29347,26.8,51.442,-0.11,22/11/2016
ord-06401,15.23,51.669,-0.041,21/11/2016
ord-69866,36.62,52.793,-0.166,14/11/2016
ord-87316,74.21,51.509,0.1256,17/11/2016
ord-33086,73.12,51.472,-0.012,26/11/2016
ord-77222,44.21,51.799,-0.816,17/11/2016
ord-60119,4.06,51.51,-0.322,05/11/2016
ord-67041,41.78,51.814,-0.824,17/11/2016
ord-41236,24.83,51.443,-0.382,12/11/2016
ord-23049,63.18,51.883,-0.391,22/11/2016
ord-44408,59.97,51.547,0.1084,21/11/2016
ord-26032,29.37,53.62,-2.151,22/11/2016
